,QikProp_.stars,QikProp_.amine,QikProp_.acid,QikProp_.rotor,QikProp_.rctvFG,QikProp_CNS,QikProp_MW,QikProp_dipole,QikProp_SASA,QikProp_FOSA,QikProp_FISA,QikProp_PISA,QikProp_WPSA,QikProp_volume,QikProp_donorHB,QikProp_accptHB,QikProp_dip.2.V,QikProp_ACxDN..5.SA,QikProp_glob,QikProp_QPpolrz,QikProp_QPlogPC16,QikProp_QPlogPoct,QikProp_QPlogPw,QikProp_QPlogPo.w,QikProp_QPlogS,QikProp_QPlogHERG,QikProp_QPPCaco,QikProp_QPlogBB,QikProp_QPPMDCK,QikProp_QPlogKp,QikProp_IP.eV.,QikProp_EA.eV.,QikProp_.metabol,QikProp_QPlogKhsa,moeGao_Abra_L,moeGao_Abra_R,moeGao_Abra_acidity,moeGao_Abra_basicity,moeGao_Abra_pi,moe2D_BCUT_PEOE_0,moe2D_BCUT_PEOE_1,moe2D_BCUT_PEOE_2,moe2D_BCUT_PEOE_3,moe2D_BCUT_SLOGP_0,moe2D_BCUT_SLOGP_1,moe2D_BCUT_SLOGP_2,moe2D_BCUT_SLOGP_3,moe2D_BCUT_SMR_0,moe2D_BCUT_SMR_1,moe2D_BCUT_SMR_2,moe2D_BCUT_SMR_3,moe2D_GCUT_PEOE_0,moe2D_GCUT_PEOE_1,moe2D_GCUT_PEOE_2,moe2D_GCUT_PEOE_3,moe2D_GCUT_SLOGP_0,moe2D_GCUT_SLOGP_1,moe2D_GCUT_SLOGP_2,moe2D_GCUT_SLOGP_3,moe2D_GCUT_SMR_0,moe2D_GCUT_SMR_1,moe2D_GCUT_SMR_2,moe2D_GCUT_SMR_3,moe2D_Kier1,moe2D_Kier2,moe2D_Kier3,moe2D_KierA1,moe2D_KierA2,moe2D_KierA3,moe2D_KierFlex,moe2D_PEOE_PC.,moe2D_PEOE_PC..1,moe2D_PEOE_RPC.,moe2D_PEOE_RPC..1,moe2D_PEOE_VSA.0,moe2D_PEOE_VSA.1,moe2D_PEOE_VSA.2,moe2D_PEOE_VSA.3,moe2D_PEOE_VSA.4,moe2D_PEOE_VSA.5,moe2D_PEOE_VSA.6,moe2D_PEOE_VSA.0.1,moe2D_PEOE_VSA.1.1,moe2D_PEOE_VSA.2.1,moe2D_PEOE_VSA.3.1,moe2D_PEOE_VSA.4.1,moe2D_PEOE_VSA.5.1,moe2D_PEOE_VSA.6.1,moe2D_PEOE_VSA_FHYD,moe2D_PEOE_VSA_FNEG,moe2D_PEOE_VSA_FPNEG,moe2D_PEOE_VSA_FPOL,moe2D_PEOE_VSA_FPOS,moe2D_PEOE_VSA_FPPOS,moe2D_PEOE_VSA_HYD,moe2D_PEOE_VSA_NEG,moe2D_PEOE_VSA_PNEG,moe2D_PEOE_VSA_POL,moe2D_PEOE_VSA_POS,moe2D_PEOE_VSA_PPOS,moe2D_Q_PC.,moe2D_Q_PC..1,moe2D_Q_RPC.,moe2D_Q_RPC..1,moe2D_Q_VSA_FHYD,moe2D_Q_VSA_FNEG,moe2D_Q_VSA_FPNEG,moe2D_Q_VSA_FPOL,moe2D_Q_VSA_FPOS,moe2D_Q_VSA_FPPOS,moe2D_Q_VSA_HYD,moe2D_Q_VSA_NEG,moe2D_Q_VSA_PNEG,moe2D_Q_VSA_POL,moe2D_Q_VSA_POS,moe2D_Q_VSA_PPOS,moe2D_SMR,moe2D_SMR_VSA0,moe2D_SMR_VSA1,moe2D_SMR_VSA2,moe2D_SMR_VSA3,moe2D_SMR_VSA4,moe2D_SMR_VSA5,moe2D_SMR_VSA6,moe2D_SMR_VSA7,moe2D_SlogP,moe2D_SlogP_VSA0,moe2D_SlogP_VSA1,moe2D_SlogP_VSA2,moe2D_SlogP_VSA3,moe2D_SlogP_VSA4,moe2D_SlogP_VSA5,moe2D_SlogP_VSA6,moe2D_SlogP_VSA7,moe2D_SlogP_VSA8,moe2D_SlogP_VSA9,moe2D_TPSA,moe2D_VAdjEq,moe2D_VAdjMa,moe2D_VDistEq,moe2D_VDistMa,moe2D_Weight,moe2D_a_IC,moe2D_a_ICM,moe2D_a_acc,moe2D_a_aro,moe2D_a_count,moe2D_a_don,moe2D_a_heavy,moe2D_a_hyd,moe2D_a_nBr,moe2D_a_nC,moe2D_a_nCl,moe2D_a_nF,moe2D_a_nH,moe2D_a_nN,moe2D_a_nO,moe2D_a_nS,moe2D_apol,moe2D_b_1rotN,moe2D_b_1rotR,moe2D_b_ar,moe2D_b_count,moe2D_b_double,moe2D_b_heavy,moe2D_b_rotN,moe2D_b_rotR,moe2D_b_single,moe2D_b_triple,moe2D_balabanJ,moe2D_bpol,moe2D_chi0,moe2D_chi0_C,moe2D_chi0v,moe2D_chi0v_C,moe2D_chi1,moe2D_chi1_C,moe2D_chi1v,moe2D_chi1v_C,moeGao_chi2_C,moeGao_chi2v_C,moeGao_chi3c,moeGao_chi3c_C,moeGao_chi3cv,moeGao_chi3cv_C,moeGao_chi3p,moeGao_chi3p_C,moeGao_chi3pv,moeGao_chi3pv_C,moeGao_chi4c,moeGao_chi4c_C,moeGao_chi4ca,moeGao_chi4ca_C,moeGao_chi4cav,moeGao_chi4cav_C,moeGao_chi4cv,moeGao_chi4cv_C,moeGao_chi4pc,moeGao_chi4pc_C,moeGao_chi4pcv,moeGao_chi4pcv_C,moe2D_chiral,moe2D_density,moe2D_diameter,moe2D_kS_aaCH,moe2D_kS_aaN,moe2D_kS_aaNH,moe2D_kS_aaS,moe2D_kS_aaaC,moe2D_kS_aasC,moe2D_kS_aasN,moe2D_kS_dO,moe2D_kS_ddssS,moe2D_kS_dsCH,moe2D_kS_dssC,moe2D_kS_sBr,moe2D_kS_sCH3,moe2D_kS_sCl,moe2D_kS_sF,moe2D_kS_sNH2,moe2D_kS_sOH,moe2D_kS_ssCH2,moe2D_kS_ssNH,moe2D_kS_ssO,moe2D_kS_ssS,moe2D_kS_sssCH,moe2D_kS_sssN,moe2D_kS_ssssC,moe2D_kS_tNH,moe2D_kS_tsC,moe2D_lip_acc,moe2D_lip_don,moe2D_lip_violation,moe2D_logP.o.w.,moe2D_logS,moe2D_mr,moe2D_opr_brigid,moe2D_opr_nring,moe2D_opr_nrot,moe2D_opr_violation,moe2D_petitjean,moe2D_petitjeanSC,moe2D_radius,moe2D_reactive,moe2D_rings,moe2D_vdw_area,moe2D_vdw_vol,moe2D_vsa_acc,moe2D_vsa_don,moe2D_vsa_hyd,moe2D_vsa_other,moe2D_vsa_pol,moe2D_weinerPath,moe2D_weinerPol,moe2D_zagreb
268,1,0,0,4,0,0,326.385,7.144,566.723,83.437,74.652,361.2,47.434,988.938,0.0,4.0,0.0516012,0.0,0.8470462,34.304,10.203,14.243,7.392,3.969,-4.537,-6.882,2555.888,-0.362,1878.959,-1.239,9.295,0.733,0,0.313,7.734,1.555,0.03,0.21,1.647,-2.42,-0.6349,0.6772,2.424,-2.434,-0.506,0.8059,2.484,-2.046,-0.4755,0.8438,2.789,-0.8875,-0.4162,0.07628,2.52,-0.8301,-0.2639,0.1645,2.689,-0.4453,-0.1991,0.189,2.837,17.81,7.486,4.346,13.64,5.659,3.252,3.356,1.801,-1.801,0.1408,0.2625,24.51,51.18,21.82,20.72,0.0,4.185,0.0,57.85,73.53,6.513,0.0,11.91,0.0,32.02,0.8419,0.5976,0.1444,0.1581,0.4024,0.01375,256.1,181.8,43.93,48.11,122.4,4.185,3.299,-3.299,0.3649,0.197,0.8734,0.6415,0.1052,0.1266,0.3585,0.02141,265.7,195.2,32.02,38.53,109.1,6.513,9.103,48.17,14.96,1.551,0.0,21.86,211.7,0.0,38.57,4.835,0.0,48.17,6.879,0.0,0.0,33.24,0.0,233.6,0.0,14.96,34.14,0.4514,5.644,3.342,8.746,326.4,58.11,1.529,2,18,38,0,23,20,0,19,0,1,15,0,2,1,48.5,3,0.12,18,40,0,25,3,0.12,22,0,1.595,24.08,16.45,12.95,13.35,10.93,10.95,8.582,8.996,5.97,7.019,4.123,2.405,0.6055,0.8792,0.311,8.143,6.052,3.958,2.986,0.2887,0.0,6.486,5.12,2.655,2.119,0.05103,0.0,4.097,1.826,1.501,0.7775,0,0.7671,12,4.466,0.0,0.0,0.0,33.57,0.0,0.0,-2.561,0.0,0.0,0.0,0.0,16.07,0.0,28.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,5.175,-6.673,9.179,18,3,3,0,0.5,1.0,6,0,3,304.2,425.5,32.02,0.0,255.0,6.513,0.0,1220,36,122
269,1,0,0,2,0,0,439.518,8.724,686.112,162.036,80.954,364.669,78.453,1242.029,0.0,6.25,0.0612724,0.0,0.814438,45.75,12.852,19.809,10.524,4.578,-6.132,-7.175,2200.119,-0.318,1592.267,-1.535,8.901,1.606,2,0.611,9.547,1.328,0.03,0.581,1.253,-2.419,-0.6311,0.7042,2.424,-2.434,-0.5381,0.8059,2.49,-2.044,-0.4999,0.8543,2.789,-0.8875,-0.4395,0.08322,2.573,-0.8868,-0.2813,0.1707,2.756,-0.4834,-0.2084,0.1931,2.905,23.17,9.868,5.507,18.83,7.959,4.418,4.995,2.363,-2.363,0.1073,0.2001,60.39,79.14,21.82,40.48,0.0,4.185,0.0,106.6,24.51,6.513,0.0,11.91,5.683,34.52,0.8578,0.4795,0.1317,0.1422,0.5205,0.01057,339.5,189.8,52.11,56.3,206.0,4.185,4.32,-4.32,0.2787,0.1505,0.7969,0.5743,0.1016,0.2031,0.4257,0.1015,315.4,227.3,40.2,80.39,168.5,40.19,11.87,48.17,42.75,1.551,5.243,23.72,211.7,0.0,105.2,5.967,11.0,64.96,6.879,0.0,0.0,68.63,0.0,235.4,0.0,51.48,56.26,0.3782,6.044,3.582,9.534,439.5,82.22,1.713,4,23,48,0,30,22,0,23,0,1,18,1,3,2,62.35,5,0.1515,23,51,0,33,5,0.1515,28,0,1.416,32.87,21.3,15.68,17.93,13.43,14.35,9.232,11.77,6.464,6.995,4.116,2.942,0.5,1.232,0.25,11.1,5.105,6.062,2.506,0.2887,0.0,8.424,3.557,4.012,1.472,0.05103,0.0,5.454,0.8996,2.403,0.372,0,0.8052,14,5.934,0.0,0.0,0.0,32.71,4.882,0.0,0.5159,0.0,0.0,0.0,0.0,6.053,0.0,0.0,0.0,0.0,0.0,0.0,16.42,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,5.579,-8.217,12.04,23,4,5,0,0.5,1.0,7,0,4,395.8,545.9,40.2,0.0,312.4,30.35,0.0,2519,48,162
270,1,0,0,1,1,0,410.367,7.695,592.535,156.139,84.891,223.232,128.274,1067.363,0.0,7.0,0.0554814,0.0,0.8524303,38.052,9.517,17.598,10.329,2.98,-4.337,-6.539,2003.457,-0.202,1435.814,-2.202,9.033,1.416,0,-0.083,8.913,1.575,0.03,0.877,2.046,-2.419,-0.5728,0.6122,2.428,-2.435,-0.4916,0.7108,2.5,-2.046,-0.3968,0.8315,2.788,-0.8875,-0.4187,0.02307,2.57,-0.9436,-0.3642,0.1916,2.686,-0.4971,-0.1935,0.1849,2.853,21.24,7.922,4.542,16.98,6.276,3.575,3.805,2.866,-2.866,0.152,0.165,50.16,42.65,40.9,48.62,0.0,4.185,9.046,61.27,0.0,6.513,35.73,5.683,0.0,37.02,0.8363,0.4278,0.1249,0.1637,0.5722,0.03871,285.9,146.2,42.71,55.94,195.6,13.23,4.994,-4.994,0.2411,0.1302,0.614,0.5613,0.2785,0.386,0.4387,0.1075,209.9,191.8,95.18,131.9,149.9,36.76,9.335,48.17,85.56,9.31,13.24,8.27,140.7,22.98,38.57,4.002,22.0,66.86,6.879,22.98,2.757,33.24,7.76,149.0,0.0,55.37,70.42,0.3989,5.954,3.422,9.34,410.4,81.74,1.994,5,17,41,0,28,16,0,18,0,3,13,2,4,1,50.33,3,0.09677,17,44,0,31,4,0.129,27,0,1.458,31.43,20.1,11.91,15.21,10.33,13.13,6.13,9.89,4.348,3.981,2.366,3.96,0.1667,1.094,0.08333,10.43,2.459,4.452,1.209,0.5774,0.0,7.579,1.577,2.731,0.6506,0.06453,0.0,6.377,0.2141,1.793,0.08978,0,0.9041,12,4.868,0.0,0.0,0.0,19.71,1.134,0.0,28.85,1.365,0.0,0.0,0.0,-2.778,0.0,0.0,0.0,0.0,0.0,0.0,12.76,0.0,0.0,0.0,0.1005,0.0,0.0,6,0,0,3.478,-5.698,9.597,21,4,3,0,0.5,1.0,6,0,4,341.8,453.9,42.71,0.0,241.8,48.02,0.0,2000,45,158
271,0,0,0,2,0,-2,382.36,7.22,606.664,92.37,166.749,217.698,129.847,1049.232,2.0,7.0,0.0496792,0.0163179,0.8231227,36.631,10.26,20.192,13.346,2.56,-5.247,-7.265,285.877,-1.131,167.144,-3.634,9.611,1.686,2,0.132,7.646,1.304,0.386,0.09,1.229,-2.326,-0.498,0.6139,2.389,-2.572,-0.4446,0.6814,2.45,-1.98,-0.3161,0.8404,2.722,-0.8225,-0.3732,0.01788,2.517,-1.348,-0.3371,0.2187,2.607,-0.4799,-0.1728,0.2014,2.798,20.73,7.788,4.899,16.18,6.015,3.756,3.743,2.106,-2.106,0.2069,0.1419,113.7,34.12,11.19,6.7,0.0,4.185,9.046,67.77,0.0,0.0,44.77,37.7,5.683,0.0,0.831,0.4656,0.1295,0.169,0.5344,0.0395,278.3,155.9,43.38,56.61,179.0,13.23,5.717,-5.717,0.2531,0.1711,0.5781,0.5653,0.3132,0.4219,0.4347,0.1087,193.6,189.3,104.9,141.3,145.6,36.39,8.802,48.17,80.35,9.31,5.513,39.56,140.3,0.0,39.97,3.22,31.29,83.64,6.641,0.0,5.513,1.551,7.76,148.6,0.0,78.21,90.87,0.4121,5.807,3.369,9.122,382.4,79.27,2.033,4,17,39,1,26,15,0,16,0,3,13,4,2,1,47.4,3,0.1071,17,41,0,28,4,0.1429,24,0,1.687,28.26,19.11,10.62,14.21,9.119,12.05,5.965,8.83,4.309,3.682,2.222,3.915,0.1667,0.9566,0.08333,9.156,1.976,3.842,0.9811,0.5774,0.0,6.637,1.141,2.327,0.4767,0.04296,0.0,5.886,0.1179,1.51,0.04811,0,0.895,12,9.852,0.0,0.0,0.0,18.81,0.0,0.0,-3.267,28.24,0.0,0.0,0.0,-5.611,0.0,7.82,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.37,0.0,0.0,6,1,0,2.029,-4.884,9.106,17,3,3,0,0.5,1.0,6,0,3,334.9,427.2,43.38,20.14,216.0,41.39,0.0,1654,41,142
272,0,0,0,3,0,-1,397.371,5.735,600.419,78.146,150.247,242.552,129.475,1062.927,2.0,6.75,0.0309392,0.0158988,0.8389056,36.774,10.47,19.833,13.06,2.875,-5.053,-7.041,423.305,-0.998,257.862,-3.146,9.523,1.327,1,0.174,7.396,1.418,0.386,-0.165,1.171,-2.325,-0.5976,0.6762,2.392,-2.572,-0.5074,0.767,2.479,-1.984,-0.4407,0.8434,2.722,-0.8157,-0.3846,0.06127,2.553,-1.348,-0.3373,0.1739,2.667,-0.4836,-0.197,0.1862,2.836,21.7,8.394,4.951,17.19,6.586,3.857,4.194,2.157,-2.157,0.2021,0.161,79.06,73.04,0.0,6.7,0.0,4.185,9.046,49.02,36.76,0.0,54.19,32.02,0.0,2.504,0.8622,0.5036,0.09962,0.1378,0.4964,0.03818,298.8,174.5,34.52,47.75,172.0,13.23,5.954,-5.954,0.243,0.1643,0.5475,0.625,0.2753,0.4525,0.375,0.1771,189.7,216.6,95.41,156.8,129.9,61.39,9.204,48.17,74.32,9.31,8.0,39.99,158.8,0.0,42.02,3.526,42.29,66.61,6.641,0.0,2.757,36.93,7.76,167.5,0.0,50.12,87.21,0.4006,5.858,3.329,9.244,397.4,82.61,2.015,4,17,41,1,27,16,0,17,0,3,14,3,3,1,49.53,4,0.1379,17,43,0,29,5,0.1724,26,0,1.744,28.63,19.82,11.33,14.75,9.696,12.61,6.721,9.096,4.726,4.592,2.709,3.762,0.1361,0.8752,0.07217,9.532,3.168,4.025,1.56,0.5774,0.0,7.18,2.191,2.555,0.9005,0.04296,0.0,5.972,0.2887,1.529,0.125,0,0.8907,11,4.733,0.0,0.0,0.0,-1.112,21.7,0.0,0.0,48.74,0.0,0.0,0.0,-5.646,0.0,-3.287,7.841,0.0,0.0,0.0,6.096,0.0,0.0,0.0,28.34,0.0,0.0,6,1,0,2.773,-5.42,9.487,17,3,4,0,0.4545,0.8333,6,0,3,346.5,446.1,43.94,20.14,229.1,38.66,0.0,1783,44,146
274,2,0,0,2,0,0,443.87,6.086,674.558,226.994,84.331,185.587,177.647,1208.457,0.0,6.5,0.0306479,0.0,0.8133917,42.697,10.889,18.659,9.526,4.322,-6.239,-6.97,2030.305,-0.353,1457.082,-2.228,9.316,1.432,1,0.441,9.795,1.71,0.03,0.581,1.86,-2.468,-0.5153,0.5586,2.428,-2.535,-0.3979,0.6262,2.478,-2.143,-0.2234,0.8374,2.788,-0.8875,-0.3959,-0.02098,2.594,-0.9807,-0.3025,0.2052,2.714,-0.4799,-0.1516,0.1931,2.89,23.66,8.859,5.438,20.07,7.47,4.564,5.17,2.64,-2.64,0.165,0.179,82.46,38.64,23.99,27.42,0.0,4.185,9.046,107.8,29.58,6.513,35.73,5.683,0.0,32.02,0.8736,0.5391,0.09354,0.1264,0.4609,0.03283,352.1,217.3,37.7,50.93,185.7,13.23,5.284,-5.284,0.2278,0.1586,0.6223,0.537,0.2237,0.3777,0.463,0.1539,250.8,216.4,90.17,152.2,186.6,62.04,10.69,48.17,63.56,12.43,2.757,14.53,140.7,0.0,143.5,5.019,3.124,66.86,6.879,0.0,2.757,99.04,7.76,152.5,0.0,86.79,55.2,0.3797,5.954,3.491,9.439,443.9,92.38,2.008,3,17,46,0,29,19,0,19,1,3,17,3,2,1,56.43,4,0.129,17,48,0,31,5,0.1613,31,0,1.709,34.37,21.56,13.2,17.27,11.62,13.38,6.13,10.59,4.348,3.981,2.366,4.331,0.1667,1.428,0.08333,10.23,2.459,4.812,1.209,0.5774,0.0,7.763,1.577,3.172,0.6506,0.06453,0.0,6.924,0.2141,2.297,0.08978,0,0.8793,13,4.763,0.0,0.0,0.0,18.59,0.6009,0.0,14.52,0.0,0.0,0.0,0.0,48.89,0.0,-2.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.84,0.0,0.0,5,0,0,4.315,-6.404,10.74,17,3,4,0,0.4615,0.8571,7,0,3,403.0,504.8,37.7,0.0,315.4,37.8,0.0,2237,48,158
275,0,0,0,3,0,0,392.917,8.495,661.147,214.523,86.948,246.955,112.72,1156.644,0.0,6.0,0.0623957,0.0,0.8059973,40.567,12.069,17.79,9.074,4.082,-5.779,-7.141,1907.763,-0.476,1360.255,-1.964,8.784,1.227,1,0.362,10.94,2.521,0.03,0.486,2.569,-2.419,-0.5864,0.6033,2.425,-2.435,-0.4448,0.8059,2.488,-2.046,-0.3235,0.8543,2.788,-0.8875,-0.3842,0.03904,2.545,-0.8302,-0.2782,0.1645,2.665,-0.451,-0.1694,0.2335,2.856,19.75,8.347,4.838,17.79,7.483,4.322,5.325,2.1,-2.1,0.1208,0.2251,86.69,45.09,23.99,20.72,0.0,4.185,0.0,94.25,29.58,6.513,19.76,5.683,0.0,32.02,0.8863,0.5097,0.1023,0.1137,0.4903,0.01136,326.6,187.8,37.7,41.88,180.7,4.185,4.036,-4.036,0.2983,0.1611,0.6957,0.5773,0.2014,0.3043,0.4227,0.1029,256.4,212.7,74.21,112.1,155.8,37.91,10.49,48.17,18.68,1.551,2.757,11.77,175.6,0.0,141.6,4.524,0.0,66.86,6.879,0.0,2.757,64.93,0.0,170.1,0.0,88.6,51.96,0.4243,5.755,3.392,9.001,392.9,75.93,1.808,3,17,42,0,25,17,0,18,1,0,17,2,2,2,54.8,5,0.1852,17,44,0,27,5,0.1852,27,0,1.631,31.06,18.03,12.54,16.2,10.9,11.88,6.416,11.18,4.535,4.224,2.493,2.609,0.1667,1.058,0.08333,8.726,2.633,4.812,1.27,0.2887,0.0,6.686,1.713,3.103,0.6905,0.05103,0.0,4.441,0.2357,1.709,0.09623,0,0.8265,12,2.754,0.0,0.0,0.0,24.51,5.78,0.0,-2.595,28.83,0.0,0.0,0.0,8.467,0.0,0.0,0.0,0.0,13.48,0.0,0.0,1.472,0.0,0.0,0.0,0.0,0.0,4,0,0,4.156,-6.386,10.55,17,3,5,0,0.5,1.0,6,0,3,368.5,475.4,37.7,0.0,287.6,31.1,0.0,1529,38,132
276,2,0,0,2,0,0,427.416,6.137,668.25,229.491,88.355,188.201,162.203,1186.475,0.0,6.5,0.0317445,0.0,0.8110825,41.842,10.066,18.306,9.5,4.106,-6.046,-7.001,1844.984,-0.398,1310.899,-2.293,9.52,1.458,1,0.372,8.979,1.457,0.03,0.581,1.778,-2.464,-0.5242,0.5587,2.428,-2.536,-0.4021,0.62,2.474,-2.145,-0.2456,0.8373,2.788,-0.8875,-0.4073,-0.02093,2.597,-0.9807,-0.3026,0.2052,2.709,-0.4799,-0.1519,0.1931,2.884,23.66,8.859,5.438,18.94,7.032,4.289,4.592,2.743,-2.743,0.1589,0.1724,75.76,40.82,33.01,27.42,0.0,4.185,9.046,107.8,0.0,6.513,35.73,17.59,0.0,32.02,0.8388,0.512,0.1273,0.1612,0.488,0.03394,327.0,199.6,49.61,62.84,190.2,13.23,5.297,-5.297,0.2273,0.1582,0.6096,0.5098,0.2313,0.3904,0.4902,0.1591,237.6,198.7,90.17,152.2,191.1,62.04,10.22,48.17,78.53,12.43,2.757,20.15,140.7,0.0,104.4,4.75,3.124,66.86,6.879,0.0,2.757,99.04,7.76,158.1,0.0,62.6,55.2,0.3797,5.954,3.491,9.439,427.4,89.13,1.938,3,17,46,0,29,19,0,19,0,4,17,3,2,1,54.81,4,0.129,17,48,0,31,5,0.1613,31,0,1.709,35.15,21.56,13.2,16.51,11.62,13.38,6.13,10.21,4.348,3.981,2.366,4.331,0.1667,1.319,0.08333,10.23,2.459,4.509,1.209,0.5774,0.0,7.763,1.577,2.822,0.6506,0.06453,0.0,6.924,0.2141,2.082,0.08978,0,0.8688,13,4.722,0.0,0.0,0.0,18.17,0.4234,0.0,66.37,0.0,0.0,0.0,0.0,1.285,0.0,-2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.82,0.0,0.0,5,0,0,3.876,-5.965,10.26,17,3,4,0,0.4615,0.8571,7,0,3,389.8,492.0,37.7,0.0,302.2,37.8,0.0,2237,48,158
277,1,0,0,1,0,0,394.411,6.574,647.102,235.177,85.807,197.838,128.279,1138.383,0.0,5.5,0.0379635,0.0,0.8148003,40.651,9.976,17.304,8.667,4.224,-6.162,-6.918,1960.276,-0.284,1401.671,-2.308,9.222,1.373,2,0.532,8.338,1.341,0.03,0.229,1.526,-2.419,-0.4603,0.5021,2.428,-2.435,-0.376,0.583,2.484,-2.062,-0.2054,0.7538,2.788,-0.8875,-0.3607,-0.022,2.597,-0.8302,-0.2902,0.1915,2.711,-0.4792,-0.1479,0.1657,2.884,21.7,8.025,4.951,17.19,6.297,3.857,4.01,2.47,-2.47,0.1764,0.1914,75.76,34.12,23.99,27.42,0.0,4.185,9.046,78.68,24.51,6.513,35.73,5.683,0.0,32.02,0.8576,0.512,0.1054,0.1424,0.488,0.03699,306.7,183.1,37.7,50.93,174.5,13.23,4.556,-4.556,0.2642,0.1427,0.7044,0.5348,0.2521,0.2956,0.4652,0.0435,251.9,191.3,90.17,105.7,166.4,15.56,9.67,48.17,63.56,9.31,9.128,8.27,140.7,0.0,105.2,4.89,0.0,66.86,6.879,0.0,9.128,33.24,7.76,149.0,0.0,111.5,51.96,0.4006,5.858,3.389,9.236,394.4,81.26,1.847,3,17,44,0,27,19,0,19,0,3,17,2,2,1,53.15,3,0.1034,17,46,0,29,4,0.1379,29,0,1.711,31.97,19.98,13.2,15.69,11.62,12.46,7.284,9.905,5.348,5.464,3.443,4.098,0.6381,1.265,0.372,9.734,3.789,4.587,2.058,0.5774,0.0,6.901,2.349,2.694,1.045,0.06453,0.0,6.563,1.322,2.141,0.7006,0,0.8375,12,4.862,0.0,0.0,0.0,19.89,1.251,0.0,48.72,0.0,0.0,0.0,0.0,-5.592,0.0,-2.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.78,0.0,0.0,4,0,0,4.404,-6.691,9.916,17,3,3,0,0.5,1.0,6,0,3,357.6,470.9,37.7,0.0,276.7,31.1,0.0,1817,44,148
278,0,0,0,5,0,-2,360.378,2.897,581.12,88.051,134.236,268.561,90.272,1015.67,2.0,5.5,0.0082622,0.0133848,0.8408802,33.847,10.375,17.518,11.371,3.083,-4.581,-6.973,619.501,-1.006,392.706,-2.567,9.385,1.149,2,0.154,7.921,1.416,0.386,0.083,1.31,-2.329,-0.6382,0.6537,2.361,-2.572,-0.4745,0.8312,2.476,-1.989,-0.4389,0.8144,2.724,-0.7746,-0.4152,0.05326,2.52,-1.348,-0.2912,0.1784,2.673,-0.4788,-0.1897,0.1842,2.823,19.75,7.935,4.646,15.28,6.066,3.521,3.706,1.626,-1.626,0.1733,0.1566,83.6,45.09,0.0,18.04,0.0,4.185,0.0,86.65,12.25,0.0,9.044,55.83,5.683,0.0,0.7949,0.5289,0.192,0.2051,0.4711,0.01306,254.7,169.5,61.52,65.7,150.9,4.185,4.63,-4.63,0.3125,0.2112,0.7478,0.5462,0.1459,0.2522,0.4538,0.1063,239.6,175.0,46.74,80.79,145.4,34.04,9.243,48.17,46.71,1.551,3.186,61.85,158.4,0.0,39.97,4.192,31.29,64.96,6.641,0.0,3.186,1.551,0.0,188.9,0.0,63.25,73.05,0.4243,5.755,3.352,9.004,360.4,71.77,1.84,3,18,39,1,25,19,0,18,0,2,14,2,2,1,48.83,3,0.1111,18,41,0,27,3,0.1111,23,0,1.668,24.85,18.19,11.98,14.02,10.2,11.75,7.901,8.855,5.675,6.392,3.915,2.876,0.7275,0.9244,0.3943,9.077,4.751,3.974,2.421,0.2887,0.0,6.884,3.645,2.578,1.571,0.02946,0.0,5.138,1.449,1.53,0.6349,0,0.8308,12,5.335,0.0,0.0,0.0,22.12,0.0,0.0,-3.191,28.28,0.0,0.0,0.0,7.858,0.0,33.74,4.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,3.656,-5.925,9.389,18,3,3,0,0.5,1.0,6,0,3,320.4,433.8,37.7,20.14,231.1,16.81,0.0,1488,41,134
